리뷰일,앱이름,별점,사용자 리뷰,회사 응답
2023-07-18,피너츠,5.0,공모주 스케줄을 쉽게 확인할 수 있어 넘 편리하네요. 퍼니츠 공모주 앱으로 대박나세요^^,"공모주의 모든 것, 피너츠를 이용해주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 피너츠에 제안하고 싶은 사항, 문의 사항이 있으시면 finuts@ddasset.co.kr 로 언제든 편하게 말씀 부탁드려요. 피너츠를 이용해주셔서 감사합니다."
2023-07-17,피너츠,5.0,너무 좋네요,"공모주의 모든 것, 피너츠를 이용해주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 피너츠에 제안하고 싶은 사항, 문의 사항이 있으시면 finuts@ddasset.co.kr 로 언제든 편하게 말씀 부탁드려요. 피너츠를 이용해주셔서 감사합니다."
2023-07-16,피너츠,5.0,공모주 관심있어서 사용하고 있는데 사용방법도 간단하고 편하게 쓰고 있습니다~,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다.
공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 감사합니다"
2023-07-16,피너츠,5.0,공모주 투자에 이 어플 하나면 되는거 같아요~ 최고~~!!!!,"공모주의 모든 것, 피너츠를 이용해주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 피너츠에 제안하고 싶은 사항, 문의 사항이 있으시면 finuts@ddasset.co.kr 로 언제든 편하게 말씀 부탁드려요. 피너츠를 이용해주셔서 감사합니다."
2023-07-10,피너츠,5.0,공모주 처음 해보는데 지인추천으로 실치했습니다. 편리한것 같아요^^,"공모주의 모든 것, 피너츠를 이용해주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 피너츠에 제안하고 싶은 사항, 문의 사항이 있으시면 finuts@ddasset.co.kr 로 언제든 편하게 말씀 부탁드려요. 피너츠를 이용해주셔서 감사합니다."
2023-07-07,피너츠,5.0,공모주에관심이많은데 정말 좋은앱입니다.오래하시길바랍니다,"공모주의 모든 것, 피너츠를 이용해주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다.
피너츠에 제안하고 싶은 사항, 문의 사항이 있으시면 finuts@ddasset.co.kr 로 언제든 편하게 말씀 부탁드려요.
피너츠의 귀는 항상 열려 있답니다.
피너츠를 이용해주셔서 감사합니다."
2023-07-07,피너츠,5.0,너무 편해요~,"공모주의 모든 것, 피너츠를 이용해주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다.
피너츠에 제안하고 싶은 사항, 문의 사항이 있으시면 finuts@ddasset.co.kr 로 언제든 편하게 말씀 부탁드려요.
피너츠의 귀는 항상 열려 있답니다.
피너츠를 이용해주셔서 감사합니다."
2023-07-03,피너츠,5.0,사용하기 편하고 원하는 정보들이 다 있네요. 좋아요!,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 사용자들의 소리를 귀담아 들어며 보다 쉽고 편하게 공모주 투자를 할 수 있도록 노력하겠습니다.
감사합니다."
2023-04-02,피너츠,5.0,어플 잘 사용하고 있다가 핸드폰 바꿔서 재설치 했는데 접속이 안됩니다 어플 눌르면 강제 종료되요 ㅜ,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다.
사용에 불편을 드려 죄송합니다.
강제종료 현상에 대해 확인조치할 수 있도록 하겠습니다.
아울러 해당 내용 검토하고 finuts@ddasset.co.kr 로 오류 현상에 대해 보다 상세히 말씀 주시면 감사드리겠습니다.
앞으로도 사용자들이 쉽고 편하게 공모주 투자를 할 수 있도록 노력하겠습니다.
감사합니다."
2023-03-22,피너츠,5.0,"경쟁률, 알림, 캘린더에 별점까지 모두 꼭 필요하고 좋은 기능들이에요~ 최고~~!!!","공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 앞으로도 사용자들이 쉽고 편하게 공모주 투자를 할 수 있도록 노력하겠습니다 감사합니다."
2023-03-06,피너츠,5.0,웬만하면 리뷰 안쓰는데 앱이 너무 편리해서 리뷰 답니다 번창하셨으면 좋겠습니다.,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 앞으로도 사용자들이 쉽고 편하게 공모주 투자를 할 수 있도록 노력하겠습니다 감사합니다."
2023-02-28,피너츠,5.0,공모주 보기 너무 편해요~,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 앞으로도 사용자들이 쉽고 편하게 공모주 투자를 할 수 있도록 노력하겠습니다 감사합니다."
2023-02-25,피너츠,5.0,사용하기 편하게 잘 만든것 같습니다. 잘 사용할께요.,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다.
앞으로도 사용자들이 쉽고 편하게 공모주 투자를 할 수 있도록 노력하겠습니다
감사합니다"
2023-02-25,피너츠,4.0,갤린더에 청약 일정 첫날부터 다음날까지 색으로 표시 해주셨으면 합니다,"공모주의 모든 것, 피너츠를 이용해주셔서 감사드립니다.
좋은 의견 주셔서 감사합니다. 내부적으로 검토하여 해당 의견 반영 될 수 있도록 노력하겠습니다.
추가 문의사항이 있으시다면, finuts@ddasset.co.kr 메일주시면 감사하겠습니다. 피너츠를 이용해주셔서 감사합니다."
2023-02-20,피너츠,5.0,몇달 써봤는데 이거 찐이에요. 감사합니다.,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 도움이 되는 찐~ 어플이 될 수 있도록 노력하겠습니다. 감사합니다"
2023-02-20,피너츠,5.0,요즘 공모주가 핫한데 필수어플같네요~,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 감사합니다"
2023-02-19,피너츠,4.0,초반엔 깔끔해서 잘썼는데 쓰다보니 이게 불편해서 갈아탑니다. 1) 알림 시간 설정이 안됨 : 대부분 공모 마감전에 경쟁률 확인하고 넣을텐데 그시기는 알림이 안됨 2) 일단 공모 시작하면 공모기간 상장일이나 공모기간등 보는게 따로없음.. 별로 어려운것도 아닌데 개선하면 다시 갈아탈 의향있습니다.,"공모주의 모든 것, 피너츠를 이용해주셔서 감사드립니다.
좋은 의견 주셔서 감사합니다. 내부적으로 검토하여 해당 의견 반영 될 수 있도록 노력하겠습니다.
추가 문의사항이 있으시다면, finuts@ddasset.co.kr 메일주시면 감사하겠습니다.

피너츠를 이용해주셔서 감사합니다."
2023-02-18,피너츠,5.0,공모주투자 정보는 이 어플 하나로 다 해결되네요,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 감사합니다"
2023-02-17,피너츠,5.0,사용하기 너무 편리해요!,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 감사합니다"
2023-02-17,피너츠,5.0,정말편리해요!,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 감사합니다"
2023-02-16,피너츠,5.0,쩌네요,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 감사합니다"
2023-02-14,피너츠,5.0,Ui가 깔끔하고 좋습니다 사용이 간단하고 메뉴 접근경로도 단순해서 사용성이 봏은것 같습니다 다만 간소화 하거나 과감히 생략해야 할 부분도 보여 앞으로 발전이 더 기대됩니다,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 감사합니다"
2023-02-13,피너츠,5.0,알림기능이 정말 유용합니다.,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 감사합니다"
2023-02-09,피너츠,5.0,편하고 유용해요,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 감사합니다"
2023-02-06,피너츠,5.0,좋은어플 감사합니다. 너무편하네요.,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 감사합니다"
2023-02-03,피너츠,5.0,대박입니다!,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 감사합니다"
2023-01-11,피너츠,5.0,편리하고 좋아요~~~,"공모주의 모든 것, 피너츠 공모주를 이용해 주셔서 감사합니다. 공모주 투자자에게 도움이 되는 어플이 될 수 있도록 노력하겠습니다. 감사합니다"
2026-01-30,일육공,2.0,오류가 많고 ui ux도 별로임,회사 응답 없음
2026-01-30,일육공,5.0,좋아요!!!,회사 응답 없음
2026-01-05,일육공,3.0,"어플 자체는 도움이 많이 되는데, 너무 자주 팅기고 로그인도 맨날 풀려서 들어갈 때마다 귀찮음",회사 응답 없음
2025-12-17,일육공,3.0,일반종목은 투자노트쓰기 버튼이 있던데 스팩종목은 투자노트쓰기 버튼이 없나요?,회사 응답 없음
2025-12-11,일육공,2.0,앱 기능이나 인터페이스는 참 좋은데 안드로이드용 앱을 만들었으면 적어도 메인화면에서 뒤로가기 두번 하면 앱 종료되게끔 설계하는 건 필수입니다.. 아이폰 환경을 위주로 개발한 건지 뒤로가기 하면 앱 종료가 아닌 홈으로 나가지기만 하고 특정 메뉴 진입 상태에서 뒤로가기 누르면 이전 메뉴로 가는 게 아니라 홈으로 나가지네요. 매우 불편합니다.,회사 응답 없음
2025-12-08,일육공,1.0,비번 재설정하면 흰색 빈 화면 나와요 사용 할수가 없네요,회사 응답 없음
2025-12-06,일육공,3.0,이앱 처음 사용할려고 신청했는데 무지 복잡하네요 그냥 앱을 연동해 쓰는줄알았는데 계좌도 새로 만들어야하고 신분증 인증에서 10번도 넘게 재인증했는데 잘 안되더라고요 마지막으로 실패하면 그만둘려했더니 인증이 됐네요,회사 응답 없음
2025-12-05,일육공,3.0,뒤로가기를 누르면 이전화면으로 가지 않고 앱이 종료됩니다.,회사 응답 없음
2025-12-03,일육공,4.0,뒤로가기 누르면 앱종료가 되어버림 ㄷㄷㄷ,회사 응답 없음
2025-12-01,일육공,5.0,청약이 너무너무 편해졌지 말입니다,회사 응답 없음
2025-12-01,일육공,1.0,비밀번호 변경이 불가하여 접속을 못하고있는 상황,회사 응답 없음
2025-11-30,일육공,5.0,160 일년동안 사용한 후기를 말씀드리면 아주 잘 사용하고 있습니다. 160 점수가 상당히 정확해서 60점 이상이면 거의 수익난다고 보시면 되고 스케줄관리도 잘 돼서 따로 관리하지 않아도 되니까 좋습니다 이젠 공모주가 거의 습관처럼 되버려서 수시로 들락날락하는데 공모주 플랫폼으로서 사업모델을 발전시켜나가시면 좋을 것 같습니다. 160의 무궁한 발전을 기원합니다 160 화이팅!!,회사 응답 없음
2025-11-05,일육공,4.0,간편투자가 있고 공모주 정보라던지 매력지수라던지 참 좋은 앱 입니다. 간편투자도 해보려고 했는데 모든 증권사가 되는건 아니더군요. 이 증권사는 간편투자하고 이 증권사는 직접해야 하고 이러면 사용자 입장에서는 아 그냥 내가 다 직접하고 말지 뭘 귀찮게 라는 생각이 듭니다. 그리고 매번 로그인 요구와 일정 시간이 지나고 로그인하면 또 로그인 자체가 안되더군요. 이런저런 사용자 경험과 관련해 개선이 필요해보입니다.,회사 응답 없음
2025-11-03,일육공,4.0,공모주 일정과 투자노트 용도로만 쓰는중,회사 응답 없음
2025-10-01,일육공,5.0,삼성증권 계좌개설이 안되요 증권사연결하기에서 맨마지막단계에서 화면이 넘어가지질않아 개설이 안되고있어요 해결해주세요,회사 응답 없음
2025-09-22,일육공,5.0,손경제,회사 응답 없음
2025-09-19,일육공,1.0,잘 사용하고 있었는데 업데이트 이후에 알림 이 오지 않습니다,회사 응답 없음
2025-09-14,일육공,2.0,예전에 쓰던 수익 노트는 작성하면 월별로 정리 됐었는데 지금은 그냥 리스트형이라 보기가 불편합니다. 그리고 이건 저만 그런지 모르겠는데 연도별 내용이 순차적으로 등록 된것도 아니고 뒤죽박죽 섞여있어요. 투자노트는 예전처럼 개선해주셨으면 좋겠습니다.,회사 응답 없음
2025-08-11,일육공,1.0,설치 후 본인인증부터 되지않아 사용불가 쓸모없는 어플,회사 응답 없음
2025-07-28,일육공,5.0,알림카톡에 공모주 점수도 표시해주세요.,회사 응답 없음
2025-07-24,일육공,1.0,모바일 신분증으로도 계좌 개설 및 기본 계좌 연결이 가능하게 만들어 주세요,회사 응답 없음
2025-07-05,일육공,1.0,증권사 연결과정에서 주소 입력이 안됨 엡의 완전성이 부족하다 생각되어 개설 포기,회사 응답 없음
2025-05-20,일육공,1.0,본인 인증 절차가 안됩니다!!! 정확하게 입력했는데도 사용자 정보가 잘못 됐다고 나옵니다.,회사 응답 없음
2025-05-15,일육공,3.0,외국인 등록증있어도 가입이 안되나봐요 ㅠㅠㅠ,회사 응답 없음
2025-05-12,일육공,1.0,좀간소하게줄여라 이리저리그내용 산만하다,회사 응답 없음
2025-05-08,일육공,5.0,매력지수 덕분에 잘쓰고 있습니다 매력지수 계산할때 구주매출비율도 고려해서 계산하나요? ㅠㅠ 구주매출비율 높은데 매력지수 높은 공모주 들어가면 가끔 손해가 날때가 있네요 ㅜ.ㅜ,회사 응답 없음
2025-05-04,일육공,4.0,공모주 투자 어플로 잘쓰고 있는데 어플안에 마이 메뉴가 로딩이 너무 오래걸립니다 화면이 떠도 누락된 정보가 많아요..개선 부탁드립니다,회사 응답 없음
2025-04-22,일육공,4.0,덕분에 공모주 투자 잘하고 있습니다. 예전 버전에서는 공모주 투자점수나 공모주 청약일정시작일에 알람이 왔었는데 업데이트하고 나서는 알람이 오지 않네요. 설정에 알람도 켜놓고 알람권한도 허용했습니다. 지웠다 다시 설치해도 안오는데 공모주 청약시작 알람을 받을 수 있는 방법이 있을까요? 감사합니다.,회사 응답 없음
2025-03-07,일육공,1.0,계속오류나네요,회사 응답 없음
2025-03-06,일육공,1.0,너무 훌륭한 어플. 뒤로가기 무한로딩으로 조심조심 사용중인데 이젠 일정정보 누르면 자동으로 꺼버리는 기적까지 보여주심. 이래도 계속 써?? 라고 말하시는듯.,회사 응답 없음
2025-03-01,일육공,4.0,잘 사용하고 있는 앱인데요. 몇달 전부터 뒤로 가기하면 무한로딩 걸려서 안되네요. 다시 나갔다가 열어야 하네요. 해결 바랍니다.,회사 응답 없음
2025-02-26,일육공,5.0,너무 깔끔하고 좋은데 뒤로 가기하면 안돼요,회사 응답 없음
2025-02-24,일육공,1.0,"요새 무한로딩으로 자꾸 껐다 켜네요,,ㅠ",회사 응답 없음
2025-02-23,일육공,2.0,무한로딩 버그 좀 빨리 해결해주세요,회사 응답 없음
2025-02-21,일육공,5.0,개편후에 더 깔끔해지고 더 좋아졌는데 거의 대부분의 상황에서 공모주 정보를 확인 후 뒤로가기를 하면 무한로딩이 되어서 다시 로그인을 해야합니다 이거는 빠르게 고쳐주시면 감사하겠습니다 그리고 공모주 투자기록에 수수료 여부를 온/오프 방식으로 간단하게 추가하면 더 좋을것 같습니다 마지막으로 투자기록을 연간으로도 보게 해주세요 정말 유용하게 잘 쓰고 있습니다!,회사 응답 없음
2025-02-18,일육공,3.0,뒤로 가기하면 무한로딩 걸로요,회사 응답 없음
2025-02-16,일육공,1.0,뒤로 가기 하면 맨날 로딩중이고 로그인 할 때마다 비번 눌러야되서 번거롭고 불편함,안녕하세요. 일육공 매니저입니다. 일육공에서는 공시된 기업들의 공시자료를 바탕으로 청약 및 상장 정보를 제공드리고 있습니다. 공시 정보를 바탕으로 일육공만의 공모주 지표인 매력지수와 함께 확정된 공모주 정보들을 늦어도 청약 전날에 제공 드리고 있습니다. 양질의 정보를 제공하고자 늦은 정보 업데이트가 있을 수도 있으나 저희 일육공에서는 언제나 빠르며 정확한 정보 업데이트를 우선 시 하고 있음을 말씀드립니다. 감사합니다.
2025-01-03,일육공,2.0,"업데이트도 제데로 안되고, 이벤트는 끝난지가 언제인데 아직도 D-3일이라합니까? 청약을 알아서 사고 팔고 해주니까 좋은앱인건 알겠는데, 자꾸 접속도 에러나고, 삼성증권은 아직도 승인대기중이라하고. 앱이 영 불안합니다. 손경제 듣고 가입했는데, 자꾸 실망감을 안겨주네요.",회사 응답 없음
2024-12-18,일육공,1.0,들어갈때마다 로그인 다시하라하네요 개선이 필요해보입니다.,회사 응답 없음
2024-12-05,일육공,2.0,어플실행하면 접속이 되지 않고 어플 제거한 후 다시 설치하면 실행 됐다가 또 안되고 지금 몇 번째 삭제하고 설치하는지 모르겠네요,회사 응답 없음
2024-11-25,일육공,2.0,"저도 손경제 듣고 가입했는데, 우선 앱이 너무 불친절하고 직관력이라고 해야하나? 너무 어려워요. 구성은 단순한데 뭘 하나하려면 뭐 부터해야할지 모르겠어요. 설명서도 없는거 같고, 뭘 찾아보려해도 볼만한게 없고, 내가 가입한 상태를 자세히 보려해도 보여지는것도 없고. 삼성증권 이벤트인가 응모하려해도 설명이 대충 되어있어요. 우선 어찌저찌해서 100만원은 넣어놨는데 그 다음을 어떻게 해야할지를 모르겠어요. 공모주 청약의 어려움과 번거로움을 덜어주고자 만든 어플이라면서, 통 모르겠어요. 그냥 증권사 어플로 하는게 더 나을꺼같아요.","안녕하세요 일육공 매니저입니다. 먼저 저희 서비스에 관심을 가져주셔서 감사의 말씀 드립니다. 일육공 공모주 간편투자 서비스는 고객님들의 공모주 청약과 매도를 도와드리고자 KB증권/한국투자증권/삼성증권 계좌를 각각 연결을 시켜야합니다. 첫 과정만 길고 복잡하게 느껴지실 수 있으나, 한 번 가입만 하고나면 우량 공모주 청약과 매도를 자동으로 도와드리고 있습니다. 서비스 사용에 불편하셨던 점이나 궁금하신 점은 일육공 하단 마이 메뉴에 Chat 버튼을 통해 상담이 가능합니다."
2024-11-01,일육공,1.0,마이너스 수익률인데 청약수수료를 비용에 포함시키지 않는 방식으로 플러스 수익률으로 표시하네요. 편하게 공모주 투자 해보려는 것인데 실제 수익률을 알고자 하면 일일이 계산해야 되네요. 예전에 문의 했었는데 개선이 안되고 있네요. 전체수익률도 청약수수료 포함시 마이너스... 수익률 표시도 제대로 못하는 증권 관련 앱이라... 수익률부터 빨리 제대로 표시해 주시길 바랍니다.,"안녕하세요 일육공 매니저입니다. 우선 공모주 간편투자 서비스를 사용해주셔서 감사하다는 말씀 전해드립니다. 청약 수수료가 올바르게 표기 계산되지 않는 문제는 지난 11월 6일 수정이 완료되었으며, 고객님들께 투자탭에서 변경사항 안내도 함께 드리고 있습니다. 저희 일육공 발전에 도움을 주셔서 감사하다는 말씀과 불편을 드려 죄송하다는 말씀 함께 전해드립니다."
2024-10-29,일육공,1.0,상담이 되긴하나요? 설치해도 증권사 개설 에러뜨는데 기다리라고만 하네요,안녕하세요 일육공 매니저입니다. 우선 일육공 간편투자 서비스 사용에 불편을 드려 죄송하다는 말씀드립니다. 일육공을 통해 증권사 계좌 개설이 가능하오나 해당 증권사에서 예기치 못한 오류들이 발생하는 경우가 있습니다. 해당 증권사에 지속적으로 문제 해결에 대한 요청을 드리고 있으며 빠른 시일 내로 정상화 하도록 노력하겠습니다. 감사합니다.
2024-10-24,일육공,1.0,"""공모주 투자 일임 계약 서비스를 이용하면서 공모주 선정 기준을 묻자 내부 기준이라 공개할 수 없답니다. 내가 무슨 대단한 비밀을 요구한 것도 아닌데, 2~3회 테스트 투자 후에도 투자 경향성이 전혀 보이지 않길래 조심스럽게 물어봤더니, 매력지수 몇 점 이상이면 투자한다는 간단한 기준조차 안 알려주네요. 서비스에 100만 원 넘게 넣었는데, 공모주 선정 기준을 전혀 알려주지 않고, 내가 어디에 투자하는지도 선택할 수 없다니 어떻게 믿고 맡기라는 겁니까? 고객에게 최소한의 정보를 주지 않고 서비스만 강요하는 이런 방식은 납득할 수 없습니다. 상담자는 단답형 답변만 반복하고, 절이 싫으면 중이 나가야죠. 이만 탈퇴합니다. 정말 실망스럽네요.""",안녕하세요 일육공 매니저입니다. 회사 내규 상 매력지수 산출 기준과 간편투자종목 선정에 사용되는 매력지수의 기준을 안내드리지 못한 점 죄송하다는 말씀 전해드립니다.
2024-10-16,일육공,5.0,필요한 정보가 많이 있어서 사용하기 편리합니다.,안녕하세요 일육공 매니저입니다. 저희 일육공을 사용해주셔서 감사하다는 말씀 전해드립니다. 앞으로 일육공 사용에 불편한 점이 있시다면 앱에서 채널톡을 통해 상담이 가능합니다. 더욱 발전하는 일육공이 되겠습니다. 감사합니다.
2024-09-23,일육공,1.0,"공모주관련 최고앱인줄 알았는데 문제점은 두달이 넘어가도록 고치지도 않고 뭐하시는걸까요? (금일 상장인데 완료탭 넘어가버림, 입장시 비번, 투자노트 날짜선택 안되서 사용불가 등등)","안녕하세요. 일육공 매니저입니다. 저희 일육공을 애용해주셔서 감사합니다. 1. 일육공에서는 상장이 된 종목은 [상장 완료]라는 표현으로 고객님들께 설명드리고 있습니다. 2. 로그인 시 비밀번호 입력인 패스를 이용하여 로그인하신 고객님들에 한하여 작동되는 기능임을 안내드립니다. 패스 로그인 시, 공모주 간편 투자 서비스를 이용하실 수 있습니다. 3. 투자노트 작성 시 날짜가 선택되지 않는 부분은 일부 기기에서 발생하고 있는 문제로 발견 시 수정 중에 있습니다."
2024-09-19,일육공,5.0,손경제 듣고 가입해서 처음으로 공모주 청약해봅니다. 아직은 순조로운데 좋은 결과가 있으면 좋겠네요.,"안녕하세요 일육공 매니저입니다.
저희 일육공을 이용해주셔서 감사하다는 말씀 먼저 전해드립니다. 일육공에서는 현재 2곳의 증권사에서 주관하는 공모주에 대하여 간편투자서비스를 제공드리고 있습니다. 추후로 더 많은 증권사의 공모주도 투자 가능하도록 노력 중입니다."
2024-09-05,일육공,1.0,장난하시나.... 자동투자 가입할려니까 마지막에 관리자한테 문의해라고?.... 근데 문의하는 기능도 없네ㅇㅅ? 와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,안녕하세요. 일육공 매니저입니다. 지난 5일 간편투자가 가입되지 않는 오류가 발생하여 빠르게 수정 완료했습니다. 번거로우시겠지만 다시 한번 시도해주시면 감사하겠습니다. 또한 온라인 문의은 일육공 앱 [마이] 메뉴에서 Chat 버튼을 클릭하여 가능합니다.
2024-07-30,일육공,5.0,공모주 투자하기에 정말 유용합니다 !!,안녕하세요 일육공 매니저입니다. 저희 일육공을 이용해주셔서 감사하다는 말씀 드립니다. 일유공에서는 다양한 공모주 정보와 매력지수를 제공 드리고 있습니다. 또한 최근 공모주 자동투자 서비스를 런칭하였습니다. 공모주 자동투자서비스는 일임 계약을 맺은 증권사가 주관하는 공모주 중 우량 공모주를 자동으로 청약과 매도를 도와드리는 서비스입니다.
2024-07-30,일육공,5.0,증권계좌개설할때 신분증스캔만 포기안하고 넘어가면 상당히 편리한 앱,안녕하세요. 일육공 매니저입니다. 저희 일육공에서는 계좌 개설과 더불에 공모주 자동 청약 및 매도 서비스를 제공드리고 있습니다. 신분증 스캔이 잘 이루어지지 않는 문제는 저희 개발팀도 인지하고 있으며 증권사 유관 부서와 긴밀한 협업을 통해 높은 우선 순위로 해결하고자 노력하고 있습니다. 앞으로 일임계약을 체결할 수 있는 증권사가 추가될 예정이오니 공모주 자동투자 서비스 애용 부탁드립니다. 감사합니다.
2024-07-11,일육공,5.0,다른증권사도 빨리 오픈해주세요~ 너무 편하고 좋아요!,"안녕하세요. 일육공 매니저입니다. 지난 7월 2~3일 양일간 시프트업의 자동 청약과 지난 11일 시프트업 매도가 자동으로 진행되었습니다. 저희 서비스를 믿고 사용해주신 고객님께 감사의 말씀 전해드립니다. 일육공은 다른 증권사와도 제휴를 통해 더 편리한 공모주 자동투자 서비스를 위해 노력하고 있습니다. 증권사가 추가되는 경우, 앱 내외로 빠르게 안내드려 공모주 투자에 도움을 드리도록하겠습니다. 감사합니다."
2024-07-11,일육공,3.0,투자일임계약을 하고 직접투자하면 운용 중단될 수 있다는 안내를 받았는데 일육공은 언제 매수를 시작하는 건가요?? 오전 내내 기다려도 매수안내도 안 오고 일정이나 시스템을 모르겠어서 직접 한 건데 매수매도 공지를 따로 만들어주시거나 어플 내에 질문하는 공간 좀 만들어주세요.,"안녕하세요. 일육공 매니저입니다. 일육공에서 제공드리고 있는 공모주 자동투자서비스는 일육공이 선별한 우량 공모주를 일육공에서 자동으로 청약과 매도를 하는 서비스입니다. 현재는 KB증권, 한국투자증권에서 주관하는 공모주 중 우량 공모주로 선별한 종목에 한에서 청약과 매도를 도와드리고있습니다. 청약에 필요한 증거금 이체와 관련된 안내는 카카오톡 알림 및 일육공 앱 푸시를 통해 청약 전일, 청약 초일과 말일 총 3일 동안 안내드리고 있습니다. 또한 청약하여 배정 받은 공모주 매도도 알림을 통해 안내드리고 있습니다. 서비스 가이드와 앱 내 문의사항을 남길 수 있는 공간은 현재 개발중이며 빠른시일내로 준비하겠습니다. 감사합니다."
2024-07-04,일육공,4.0,잘 사용했었는데 이번주부터 내용이 안떠요ㅜㅜ 혹시나싶어 앱 삭제했다가 다시 깔았는데도 앱에 들어가면 내용이 하나도 안뜨네요ㅜㅜ 왜 그런걸까요?,안녕하세요. 일육공 매니저입니다. 남겨주신 리뷰만으로는 정확한 현상을 파악하기 어려울 것 같습니다. 빠른 해결을 위해 번거로우시겠지만 카카오톡 친구 일육공160 혹은 metalogosgray@gmail.com 로 화면 캡쳐 혹은 화면 녹화 파일 송부해주시면 도움드리도록 하겠습니다. 감사합니다.
2024-07-02,일육공,1.0,"사업 모델은 괜찮은거 같은데, 현재는 그 구현 상태가 너무 구림. 가입 진행 단계별 변수에 대한 고려가 충분히 안되어 있어서 중간에 뭔가 어그러지면(신규 계좌개설 불가 기간이라거나) 뭘 어디부터 이어서 해야되는지 답이 없음. 상담직원 둘 여력은 없을 수 있지, 근데 챗봇은 있으나 마나한 수준의 멍텅구리고, 이메일도 없고, 저기 구석에서 번호 찾아서 전화해야 됨. 빨리 개선해서 성장하길 기대함.",안녕하세요. 일육공 매니저입니다. 저희 일육공에서는 공모주 자동투자 일임서비스를 제공드리고 있습니다. 아직 모든 면에서 완벽한 서비스는 아니오나 고객님들의 피드백과 내부 회의를 통해 조금씩 서비스를 발전시키고 있습니다. 정기적인 업데이트를 통해 앱 서비스이 안정성과 무결성을 보장하는 것이 저희 일육공의 목표인 만큼 고객님께 더 나은 경험을 드리도록 항상 노력하는 일육공이 되도록 하겠습니다. 감사합니다.
2024-07-02,일육공,1.0,기존계좌 연결부터 화면 먹통..무한반복,안녕하세요. 일육공 매니저입니다. 지난 7월 1일 앱 배포 중 오류가 발생해 일임서비스 가입이 불가능한 상황이 발생했습니다. 현재는 해당 오류를 수정하였으니 번거로우시겠지만 어플을 다시 다운로드 받으시거나 업데이트하여 진행하시면 가입이 가능합니다. 일육공 사용에 불편함을 드려 죄송하다는 말씀과 함께 더 나은 서비스를 제공하는 일육공이 되도록 노력하겠습니다. 감사합니다.
